ID Data,Nama Produk,Jenis Kulit,Review Produk,Rating,Label
A034,Cetaphil: Gentle Skin Cleanser,Oily,"waktu itu beli cetaphil yg gentle skin cleanser ini karena cetaphil yg untuk oily skin yg biasa aku pakai lg habis dimana-mana. aku pikir mereka cara kerjanya bakal sama aja, but im totally wrong! setelah aku coba pakai ini, sehabis cuci muka aku masih merasa muka belum bersih. terus pokoknya rasanya di kulitku gak enak banget dan bener aja beberapa hari kemudian mukaku langsung beruntusan parah semuka:&#34;( akhirnya aku stop dan perlahan beruntusannya mulai hilang. aku juga gak tau kenapa tapi kalau emang punya kulit berminyak lebih baik baik cetaphil yg oily skin aja. it works really well than this one",1,Negative
A035,Cetaphil: Gentle Skin Cleanser,Combination,aku pake ini baru pertama kali krn bnyk bgt review kl ini bgs bgt dn ak tergiur untuk beli yg lngsunh 500ml krna lagi prmo di guardian dannn udah 7 hari aku pake ini waktu hari kedua emang bener2 kenyal ky kulit bayi gitu tpi makin hari bruntusan dijidat makin nambah aja jadi kurang suka sama produk ini hfttt,1,Negative
A036,Cetaphil: Gentle Skin Cleanser,Combination,"Aku pernah pake ini pas awal-awal excited banget bawaannya pengen cuci muka terus, setelah 3 hari pemakaian jerawat jadi pada keluar di pipi buanyaaaakkkk banget dan out of control gitu T.T bener bener banyak banget dan sakit banget. Akhirnya aku stop pemakaian dan ga pengen pake lagi. Aku gatau itu karena aku ga cocok atau memang bikin purging tapi aku cari-cari reviewnya belum pernah nemu orang yang ga cocok sama cetaphil ini.",1,Negative
A037,Cetaphil: Gentle Skin Cleanser,Combination,"Entah kenapa pakai ini jd breakout parah banget. padahal niatnya mau ganti fw yg ga banyak kandungan kimianya apalagi katanya aman buat bayi, tp diaku malah jerawat gede gede bermunculan. dan itu semuka. yg td nya cuma jerawat di jidat aja malah jd ke pipi, dagu, dan hidung. gatau deh purging atau apa. uda dipake sebulan tp malah makin parah ajadeh..gabakal nyoba lagi. sorry cetphil?",1,Negative
A038,Cetaphil: Gentle Skin Cleanser,Combination,"Awalnya nafsu banget beli cleanser cetaphil ini, karna ngeliat review sana sini bagus banget, dan pada saat beli langsung yakin beli size yg besar, dan setelah saya coba emang bagus sih muka langsung lembut gitu, tapi bbrapa hari setelah itu jerawat mulai bermunculan, okelah saya kita itu hanya purging dan bakal hilang dlm waktu deket, sebulan, tiga bulan, empat bulan berlalu muka saya makin banyak jerawat yg numbuh, dan akhirnya saya berenti memakai cleanser cetaphil ini, karna sudah gak tahan liat jerawat menyerbu muka ini?. Dan mungkin ini gak cocok dimuka saya, blm tentu juga gak cocok dimuka kalian, jadi intinya semunya itu cocok cocokan ... ?",1,Negative
A039,Cetaphil: Gentle Skin Cleanser,Normal,"Tau produk ini gara-gara lihat review-review di youtube. Katanya aman buat kulit sensitif bahkan buat kulit bayi jg cocok, aku jadi penasaran dan beli yg ukuran 125ml. Dipakai pertama kali emang bikin kulit lembut dan rada kenyel, tp saat pemakaian ketiga, dan selanjutnya di jidatku muncul bruntusan dan aku memutuskan untuk stop karena nggak mau mengambil resiko. Repurchase?? tentu saja tidak",1,Negative
A040,Cetaphil: Gentle Skin Cleanser,Normal,"Baik lah ini update review aku. Jadi awalnya, honestly, aku gak ngerasa ada perubahan apapun di muka aku terus tetep mau ditelatenin dong. Tapi ternyata setelah liat2 review yang jelek2 baru nyadar kalo ada SLS cuma bingung juga kok bisa ga berbusa sama sekali yaa? Nahh beberapa hari setelah liat review itu ternyataa muncullah bruntusan, gak cuma di jidat tapi juga di dagu, pipi bawah sampe rahang. Sedih ga cocok, padahal baru repurchase botol gedenya ?",1,Negative
A041,Cetaphil: Gentle Skin Cleanser,Normal,"NO. Baru 2 kali pakai muncul semacam jendolan di pipi, di tempat yg ga berjerawat. Pulang kantor, waktu mau cuci muka. Shock! yg td di kantor cuma jendolan biasa, sampai rumah jadi jerawat besar. Bukan cuma besar tapi hitam macam mau pecah. Gak berani lanjut pakai krn takut jerawat keluar di tempat lain. Dan betul, stelah gk lanjut jerawat yg nongol td mulai sembuh.",1,Negative
A042,Cetaphil: Gentle Skin Cleanser,Normal,"Sedih banget menghadapi kenyataan, bahwa produk holy grail sejuta umat ini gak bekerja dengan baik di kulitku. Produk yang di gadang-gadang apik untuk semua jenis kulit apalagi kulit sensitive, malah bereaksi cepat di kulitku. Awal pakai sudah langsung merah, gatal, berakhir beruntusan merah-merah di kulit. hiks Ini bukan purging, i knew my skin so well. so, kesimpulannya segala yang ""hype"" belum tentu cocok di kulit kamu, event they claim it's good also for sensitive skin, daann bener aja yang selama ini FD edukasikan sebelum beli produk biasakan ""see the ingredients"". be smart ;)",1,Negative
A043,Cetaphil: Gentle Skin Cleanser,Normal,"Big No No buat yang sensitif terutama sama alkohol. Pemakaian satu dua kali belum nampak iritasi, setelahnya munculnya gak cuma kemerahan tapi sampai hitam di lipatan bibir. Langsung berhenti deh padahal beli yang 250 ml. Dilempar ke teman ternyata mengalami hal yang sama. Jadi, yang kulitnya sensitif perlu cek ingredients.",1,Negative
A044,Cetaphil: Gentle Skin Cleanser,Dry,"Pertama nyoba ini sekitar empat tahun lalu, cuma pakai dua kali kalau nggak salah karena bikin bruntusan. Tiba-tiba minggu lalu coba beli lagi, karena penasaran. Alasan beli lagi karena fragrance free dan mineral oil free, aku nggak bisa ketemu dua bahan itu soalnya. Udah concern sih sama Sodium Lauryl Sulfate, secara itu kan detergent keras yang suka dipake di sabun cuci piring ya. Dannn hasilnya even worse this time; kulit aku flaky ngelupas dan kasar banget di area dagu dan sisi-sisi hidung, perih pula. I think karena iritasi. Bingung banget sama review orang yang bilang ini mild :( Well namanya skincare cocok-cocokan sih ya. Kulitku juga tergolong sensitif. But really, if anything lebih baik pakai cleanser yang ada sodium laureth sulfate dan nggak di urutan awal-awal ingredients list.",1,Negative
A045,Cetaphil: Gentle Skin Cleanser,Dry,"liat review bagus tentang produk ini dari banyak beauty blogger dan vlogger, tergiurlah aku untuk coba produk ini dan waktu itu aku baru lepas krim dokter yang malah bikin beruntusan ,pas nyoba sih aku seneng banget beruntusannya ilang, cepet pula ilangnya tapiii makin lama malah bikin jerawatan gede gede, pas coba stop dan beralih ke produk lain kulit aku membaik",1,Negative
A046,Cetaphil: Gentle Skin Cleanser,Dry,Langsung bruntusan. Tipe kulitku kering banget padahal. Harus make facial wash yg bener2 gentle. Tapi yg ini gk cocok. Bagusnya Dia tanpa aroma dan tanpa busa. Berharap sih bisa bikin kulit bersih tanpa kering. Tp di aku gk cocok :(,1,Negative
A047,Cetaphil: Gentle Skin Cleanser,Dry,pernah pengen banget pake cetaphil ini buat jadi daily fw aku karna mukaku bruntusan tapi sebelum beli aku coba dulu pake sekali punya temen aku dan ternyata ga cocok. sedih banget parah. langsung keluar jerawat pegel sama bruntusan gitu. sayang sekali kita ga jodoh ya :(,1,Negative
A048,Cetaphil: Gentle Skin Cleanser,Dry,"Jadi ceritanya kemaren abis nyoba sabun cuci muka yg lg ngetrend krn buasanya buanyak itu. Hasilnya? Wajah bruntusan+jerwat segede bisul muncul smua. Akhirnya stop ga make lg dan beralih ke cetaphil krn hasil googling sabun cuci muka yg cocok utk kulit sensitif ya cetaphil ini... Alhamdulillah aku cocok, ngga bruntusan dan jerawat yg kmren mulai mereda... Ah nyesel banget knapa ngga dari dulu aku make cetaphil :( Repurchase? Yessss, mau beli yg botol gede update setelah 1 bulan pake: beruntusan ga ilang2, ada terus tiap hari. Setelah stop, wajah kembali normal seperti biasa. Repurchase? NONONONO",1,Negative
A049,Cetaphil: Gentle Skin Cleanser,Dry,"Mencoba ini karena katanya cocok untuk kulit sensitif. Kebetulan kulit badan saya sensitif, a bit dry, dan jerawat. Kalau kulit muka sih super dry and super sensitive. Saya coba di badan dan muka, tidak cocok untuk dua-duanya.",1,Negative
A050,Cetaphil: Gentle Skin Cleanser,Dry,"tertarik beli krn claimnya gentle cleanser dan favorit orang2, tp ternyata aku ga cocok pake ini huhu malah jd bruntusan, gatel, ga nyaman aja rasanya abis cuci muka. dan itu keliatan setelah pake 1x doang, pdhl berharap bgt bisa cocok pake ini huhu",1,Negative
